RecordID;RecordNumber;Journal;Year;Name of main author;Number of co-authors;Number of citations;Years of study;Number of years;Country of study;Spatial scale;Country of lead author (institution);Species / taxa;Taxa group1;Biological organisation;Scope;Study design;Clearly stated hypothesis;Test of existing hypothesis;Test multiple competing hypotheses;Testable predictions ;Generality: taxonomy;Generality: Environmental gradients;Ecological question;Extractor;Reference
58;148;EcolAppl;2011;Blanco;2;14;1996-2007;12;Spain;Country;Spain;Aquila adalberti;Vertebrates;Population;Ecological processes;Non experimental;1;0;0;1;1;1;"Here, we examined the impact of supplementary feeding on the health of the Spanish Imperial Eagle, Aquila adalberti, one of the most
endangered birds of prey in the world. Huge efforts
and funds have been invested in supplementary feeding
as a primary conservation measure in this species
(Gonza´ lez et al. 2006). However, its potentially beneficial or indirect undesired detrimental consequences on health and other traits have been not considered from an active adaptive approach in the decision-making process, nor subsequently critically evaluated (Ferrer and Hiraldo 1991, Blanco 2006, Ferrer and Penteriani 2007).";EBN;Blanco, G., Lemus, J.A. & Garcia-Montijano, M. (2011) When conservation management becomes contraindicated: impact of food supplementation on health of endangered wildlife. Ecological Applications, 21, 2469-2477.
86;590;ConsBiol;2012;Earnst;2;10;1991-2002;12;USA;Landscape;USA;"Plants; Aves";Mixed;Community;Ecological processes;Quasi experimental;1;1;0;0;1;1;"The removal
of cattle from this relatively large landscape (112,500 ha)
in 1990 and subsequent monitoring of vegetation and
avian abundance in years 1–3 and 10–12 after cattle removal,
provide a unique opportunity to investigate longterm
consequences of cattle removal at a landscape scale
(Earnst et al. 2005).";DB;
122;636;EcolAppl;2010;Gavier-Pizarro;4;66;NA;NA;USA;Country;USA;Plants;Plants;Community;Ecological processes;Non experimental;0;0;0;0;2;2;"To assess relationships
between broad-scale distribution of exotic invasive plant
richness and housing, we focused on these three research
questions using a broad scale database of invasive exotic
plant richness for New England, USA";DB;Gavier-Pizarro, G.I., Radeloff, V.C., Stewart, S.I., Huebner, C.D. & Keuler, N.S. (2010) Housing is positively associated with invasive exotic plant species richness in New England, USA. Ecological Applications, 20, 1913-1925.
69;874;EcolAppl;2009;Ibanez;5;64;NA;NA;USA;Country;USA;Plantea;Plants;Population;Projection & forecasting;Non experimental;0;0;0;0;1;1;"We aim to answer the following questions: (1) What are the climatic limits for the spread of our focal species across the region? (2) Given the current climate, which are the most vulnerable areas in the region? (3) What types of land uses facilitate invasions? (4) Which landscape structures are more resistant to invasions? (5) At a local scale, which are the habitats favored by particular invasive species? By addressing all these issues
simultaneously we expect to produce reliable forecasts of potential distributions, thus providing direct guidelines for the early detection and management of three invasive plant species.";EBN;Ibanez, I., Silander, J.A., Wilson, A.M., Lafleur, N., Tanaka, N. & Tsuyama, I. (2009) Multivariate forecasts of potential distributions of invasive plant species. Ecological Applications, 19, 359-375.
61;939;EcolAppl;2009;Kaplan;2;19;1999-2000;2;USA;Local;USA;Solanum tuberosum;Plants;Population;Ecological processes;Experimental;1;1;0;1;1;1;"Thus, the goal of our study was to use
intraspecific variation in trichome density among potato
cultivars to assess the impact of trichomes on leafhopper
abundance, leafhopper-induced damage, plant yield,
and plant tolerance to herbivory. Understanding the
relationships among these variables is central to the
development of plant cultivars that can simultaneously
resist herbivores and tolerate damage while maintaining
yield.";EBN;Kaplan, I., Dively, G.P. & Denno, R.F. (2009) The costs of anti-herbivore defense traits in agricultural crop plants: a case study involving leafhoppers and trichomes. Ecological Applications, 19, 864-872.
120;956;EcolAppl;2008;Kays;2;44;1998-2000;3;USA;Landscape;USA;Canis latrans;Vertebrates;Population;Ecological processes;Non experimental;3;1;0;1;0;1;"These abundancebased
models allow us to evaluate the general suitability
of rural vs. forested habitats within the study area, as
well as the more specific features that explain patterns of
coyote abundance in a region. In particular, if eastern
forests represent unsuitable habitat we predict that coyote abundance will be correlated negatively with
forest cover across the landscape and positively with
anthropogenic features that describe the open rural
landscapes of this region";DB;Kays, R.W., Gompper, M.E. & Ray, J.C. (2008) Landscape ecology of eastern coyotes based on large-scale estimates of abundance. Ecological Applications, 18, 1014-1027.
71;969;EcolAppl;2011;Keim;2;17;2009;1;Canada;Landscape;Canada;Lepus americanus;Vertebrates;Population;Ecological processes;Non experimental;1;0;0;0;1;2;"The goal of this paper is to test whether prey habitat is
a viable surrogate for the amount of resource use by prey. We use Canada lynx (Lynx canadensis) and snowshoe hare (Lepus americanus; hereafter hare) from northern Alberta, Canada as a model system because lynx are tied to a single prey species, hare, within the northern boreal forest. Lynx are generally known to select for areas used by hare (Squires and Ruggiero 2007, Bayne et al. 2008) and, in northern Alberta, their winter diet is composed almost exclusively of hare (91%; Brand et al. 1976). Here we assess whether lynx selection is better characterized by the amount of hare use (snow tracks per kilometer per day) or hare habitat as estimated using resource selection modeling techniques.";EBN;Keim, J.L., DeWitt, P.D. & Lele, S.R. (2011) Predators choose prey over prey habitats: evidence from a lynx-hare system. Ecological Applications, 21, 1011-1016.
70;1059;EcolAppl;2013;Larson;4;46;2011;1;USA;Landscape;USA;Pinus ponderosa;Plants;Population;Ecological processes;Non experimental;3;1;1;1;1;1;"The objective of this study is to quantify effects of
repeat lightning-ignited wildfires on forest structure and
composition in unlogged, fire-excluded, ponderosa pine
forest. We evaluate two alternative hypotheses: (1)
reintroduction of fire causes transition to a forest
structure and composition marked by loss of large
ponderosa pine and dominance of lodgepole pine (Pinus
contorta; T2 in Fig. 1) and (2) reintroduction of fire
causes transition back to low-density mixed-conifer
forest dominated by large ponderosa pine by preferentially killing small-diameter trees that established during the fire exclusion period (T3 in Fig. 1).";EBN;Larson, A.J., Belote, R.T., Cansler, C.A., Parks, S.A. & Dietz, M.S. (2013) Latent resilience in ponderosa pine forest: effects of resumed frequent fire. Ecological Applications, 23, 1243-1249.
84;1124;EcolAppl;2007;Logan;3;34;NA;NA;USA;Country;USA;Lymantria dispar;Invertebrates;Population;Methods;Non experimental;0;0;0;0;1;1;"We evaluated risk for establishment
of a detected introduction by combining a hazard
analysis developed by Re´gnie`re and Nealis (2002) with
additional data layers that are specific to Utah";DB;Logan, J.A., Regniere, J., Gray, D.R. & Munson, A.S. (2007) Risk assessment in the face of a changing environment: Gypsy moth and climate change in Utah. Ecological Applications, 17, 101-117.
94;1268;EcolAppl;2012;Miller;5;31;2010;1;USA;Local;USA;Frogs;Vertebrates;Population;Methods;Quasi experimental;1;0;0;1;2;2;"We present results from a study of false positive (and
false negative) errors for methods typically used to
determine patterns of species occurrence from auditory
cues";DB;Miller, D.A.W., Weir, L.A., McClintock, B.T., Grant, E.H.C., Bailey, L.L. & Simons, T.R. (2012) Experimental investigation of false positive errors in auditory species occurrence surveys. Ecological Applications, 22, 1665-1674.
36;1381;EcolAppl;2011;O`Rourke;1;11;2006-2007;2;USA;Landscape;USA;Zea mays;Plants;Population;Ecological processes;Non experimental;1;1;0;0;1;1;In this study we combined empirical data and computational modeling to address the following three questions: (1) Are herbivore densities lower in diverse landscapes relative to simple agricultural landscapes? (2) Which types of insects, based on life history, are most sensitive to landuse change? (3) How is pesticide use related to land use and how does that affect landscape–herbivore relationships?;EBN;O'Rourke, M.E. & Jones, L.E. (2011) Analysis of landscape-scale insect pest dynamics and pesticide use: an empirical and modeling study. Ecological Applications, 21, 3199-3210.
145;1507;EcolAppl;2015;Quesnelle;2;7;NA;NA;NA;Global;Canada;Vertebrates;Vertebrates;Population;Ecological processes;Non experimental;0;0;0;0;2;2;"we conducted a meta-analysis to
determine whether, and for what species groups, the
focus on wetland conservation is likely to fail to
conserve populations of wetland-dependent species";DB;Quesnelle, P.E., Lindsay, K.E. & Fahrig, L. (2015) Relative effects of landscape-scale wetland amount and landscape matrix quality on wetland vertebrates: a meta-analysis. Ecological Applications, 25, 812-825.
147;1732;EcolAppl;2012;Singh;4;77;2003-2011;9;Sweden;Regional;Sweden;Alces alces;Vertebrates;Population;Ecological processes;Non experimental;3;0;0;1;1;1;"Using a multi-annual movement data
set of 213 individual moose (Alces alces) across a latitudinal gradient (from 568 to 678 N) that
spans over 1100 km of varying environmental conditions, we analyze the differences in
individual and population-level movements. We hereby test the following predictions to
explain variation in movements of individuals and
multiple populations of a single species across a
latitudinal gradient of environmental variation";DB;Singh, N.J., Borger, L., Dettki, H., Bunnefeld, N. & Ericsson, G. (2012) From migration to nomadism: movement variability in a northern ungulate across its latitudinal range. Ecological Applications, 22, 2007-2020.
119;1793;EcolAppl;2015;Storkey;6;19;2009-2011;3;UK;Landscape;UK;Plants;Plants;Community;Ecological processes;Experimental;0;0;0;0;1;1;"A range of legume species were grown in
monocultures at multiple sites across a geographical
gradient in the United Kingdom in order to screen for
functional traits and ecosystem service delivery. These
data were used to identify the species mixture with the
appropriate level of complexity that reconciles productivity
with a more recalcitrant residue composition and a
number of other ecosystem services: soil fertility
building (assessed as following grain crop yield), weed
suppression, and support of invertebrates. To validate
our approach, a complex mix of ten legumes and four
grass species, referred to as the ‘‘all species mix’’ (ASM),
was also grown at all sites and assessed for the delivery
of the ecosystem services";DB;Storkey, J., Doring, T., Baddeley, J., Collins, R., Roderick, S., Jones, H. & Watson, C. (2015) Engineering a plant community to deliver multiple ecosystem services. Ecological Applications, 25, 1034-1043.
137;1794;EcolAppl;2015;Stralberg;8;24;1992-2010;19;Canada;Regional;Canada;Aves;Vertebrates;Community;Projection & forecasting;Non experimental;0;0;0;0;2;2;"Here, we used an extensive boreal bird data set for
North America (Cumming et al. 2010) to evaluate the signal-to-noise ratio for projected changes in boreal bird
abundance over the next century";DB;Stralberg, D., Matsuoka, S.M., Hamann, A., Bayne, E.M., Solymos, P., Schmiegelow, F.K.A., Wang, X., Cumming, S.G. & Song, S.J. (2015) Projecting boreal bird responses to climate change: the signal exceeds the noise. Ecological Applications, 25, 52-69.
15;1833;EcolAppl;2011;Tanaka;2;3;2001-2008;8;Thailand;Local;Japan;Tectona grandis;Plants;Population;Natural history;Non experimental;0;0;0;0;0;0;"The present study documents interannual variation in
the length of the period from the beginning to the peak
of leaf expansion at the stand level under natural
conditions. Leaf growth periods have not been investigated
at the stand level, although previous studies have
examined annual variation in canopy duration in a teak
plantation (Yoshifuji et al. 2006, Tanaka et al. 2009).";EBN;Tanaka, K., Tantasirin, C. & Suzuki, M. (2011) Interannual variation in leaf expansion and outbreak of a teak defoliator at a teak stand in northern Thailand. Ecological Applications, 21, 1792-1801.
142;1910;EcolAppl;2014;van de Voorde;4;14;2011;1;The Netherlands;Local;The Netherlands;Plants;Plants;Community;Ecological processes;Experimental;3;1;0;1;1;1;"In this study, we examined the effect of soil
amendment with biochar on plant productivity and
community composition in a species–rich restoration
grassland";DB;van de Voorde, T.F.J., Bezemer, T.M., Van Groenigen, J.W., Jeffery, S. & Mommer, L. (2014) Soil biochar amendment in a nature restoration area: effects on plant productivity and community composition. Ecological Applications, 24, 1167-1177.
29;2030;EcolAppl;2006;Wintle;1;71;NA;NA;Australia;landscape;Australia;Petaurus australis;Vertebrates;Population;Methods;Non experimental;0;0;0;0;2;2;"Here, we will detail the technical issues associated
with the autologistic model and will then introduce a
simulated ‘‘virtual glider’’ distribution. This distribution
will be used throughout the paper to demonstrate and
test the model under a range of scenarios, with varying
underlying spatial autocorrelation and a range of survey
sampling intensities and designs.";EBN;Wintle, B.A. & Bardos, D.C. (2006) Modeling species-habitat relationships with spatially autocorrelated observation data. Ecological Applications, 16, 1945-1958.
88;49;J Wildl Man;2015;Augustine;1;6;2007-2010;4;USA;Landscape;USA;"Plants; Aves";Mixed;Community;Ecological processes;Experimental;3;1;0;1;1;1;"We examined the effects of fire and fire-grazer
interactions on a community of grassland bird species in
the shortgrass steppe of northeastern Colorado";DB;Augustine, D.J. & Derner, J.D. (2015) Patch-burn grazing management, vegetation heterogeneity, and avian responses in a semi-arid grassland. Journal of Wildlife Management, 79, 927-936.
138;263;J Wildl Man;2012;Beasley;1;9;2007;1;USA;Landscape;USA;Procyon lotor;Vertebrates;Population;Ecological processes;Non experimental;3;1;0;0;0;1;"During a contemporaneous raccoon removal experiment,
we obtained reproductive and cementum annuli-derived age
data for raccoons in 30 forest patches within a highly fragmented
agricultural ecosystem in northern Indiana. Our
objectives were to: 1) determine the proportion of females
reproducing as a function of age, as well as age-specific
average litter sizes across the overall agricultural ecosystem,
2) test the hypothesis that reproductive variability exists
among habitat patches within agricultural ecosystems, and
3) determine the relative importance of local and landscape
habitat attributes on overall levels of patch-specific reproductive
output";DB;Beasley, J.C. & Rhodes, O.E. (2012) Are raccoons limited by the availability of breeding resources? Evidence of variability in fecundity at fine spatial scales. Journal of Wildlife Management, 76, 1718-1724.
127;280;JApplEcol;2009;Bergstrom;6;176;2000-2001;2;Australia;Landscape;Australia;"Oryctolagus cuniculus; Vegetation";Vertebrates;Community;Ecological processes;Quasi experimental;1;0;0;0;1;1;"Here, we combine population data on invasive herbivorous
rabbits
Oryctolagus cuniculus
(L.), plot-scale vegetation analyses,
climate analysis and landscape change detection techniques
using satellite imagery, to show how a local management
intervention, the eradication of feral cats
Felis catus
L., has
precipitated a trophic cascade leading to rapid, landscapewide
ecosystem changes on sub-Antarctic Macquarie Island.";DB;Bergstrom, D.M., Lucieer, A., Kiefer, K., Wasley, J., Belbin, L., Pedersen, T.K. & Chown, S.L. (2009) Indirect effects of invasive species removal devastate World Heritage Island. Journal of Applied Ecology, 46, 73-81.
124;361;J Wildl Man;2011;Boulanger;3;8;1986-2009;24;Canada;Landscape;Canada;Rangifer tarandus groenlandicus;Vertebrates;Population;Ecological processes;Non experimental;0;0;0;0;1;1;"A key research and management question was whether the decline was
mainly due to decreases in productivity alone or also due to reduced adult female survival. Investigating causes
of the decline was hampered by a lack of direct estimates of caribou demographic parameters. We developed a
demographic model that could be objectively fitted to field data to explore the mechanisms for the Bathurst
decline, with a focus on the recent accelerated decline from 2006 to 2009";DB;Canessa, S., Hunter, D., McFadden, M., Marantelli, G. & McCarthy, M.A. (2014) Optimal release strategies for cost-effective reintroductions. Journal of Applied Ecology, 51, 1107-1115.
102;378;JApplEcol;2014;Canessa;4;16;NA;NA;Australia;Landscape;Australia;Frogs;Vertebrates;Population;Methods;Non experimental;0;0;0;0;2;2;"In this study, we use population models to assess
the cost-effectiveness of alternative release strategies for species with complex life histories";DB;Canessa, S., Hunter, D., McFadden, M., Marantelli, G. & McCarthy, M.A. (2014) Optimal release strategies for cost-effective reintroductions. Journal of Applied Ecology, 51, 1107-1115.
5;47;J Wildl Man;2015;Carleton;2;1;2003-2008;6;USA;Regional;USA;Zenaida asiatica;Vertebrates;Population;Natural history;Non experimental;3;1;0;1;0;0;"To determine if we could
differentiate populations of white-winged doves across their
breeding ranges in the United States, we used stable isotope
analysis to test the hypothesis that white-winged dove
feathers vary longitudinally across their breeding range in the
United States as would be predicted from interpolated maps
of growing season d2Hp (Bowen and Ravenaugh 2003).";EBN;Carleton, S.A., Del Rio, C.M. & Robinson, T.J. (2015) Feather isotope analysis reveals differential patterns of habitat and resource use in populations of white-winged doves. Journal of Wildlife Management, 79, 948-956.
79;388;JApplEcol;2012;Carvalheiro;3;53;2009;1;South-Africa;Landscape;UK;Mangifera indica;Plants;Population;Ecological processes;Non experimental;2;0;0;1;1;1;"Mango flowers are unspecialised, enabling pollination by
most insects (Heard 1999). These pollinators are critical for
successful fruit set of mango flowers (Free & Williams,
1976, Anderson 1982, Richards 2001; Carvalheiro et al.
2010) and are sensitive to isolation from natural habitat,
but sometimes also to pesticides (De Siqueira et al. 2008).
We therefore expected isolation from natural habitat to be
the main cause of flower visitor losses within mango fields.
As floral diversity can positively influence diversity of
flower visitors (Klein, Steffan-Dewenter & Tscharntke
2003b; Ebeling et al. 2008; Winfree et al. 2008; Carvalheiro et al. 2011), we anticipated that NFCAs might ameliorate
negative effects of isolation from natural habitat on flower
visitors and mango production.";EBN;Carvalheiro, L.G., Seymour, C.L., Nicolson, S.W. & Veldtman, R. (2012) Creating patches of native flowers facilitates crop pollination in large agricultural fields: mango as a case study. Journal of Applied Ecology, 49, 1373-1383.
76;399;JApplEcol;2011;Ceulemans;3;31;2009-2010;2;Europe;Regional;Belgium;Plantea;Plants;Community;Ecological processes;Non experimental;1;0;0;0;1;1;"We investigated the occurrence
of 61 plant species in relation to soil N and P availability in 132 semi-natural grasslands inNorth-western Europe across a gradient of N and P availability. More specifically, we addressed the following questions: (i) Is species occurrence in semi-natural grasslands mainly constrained by N or by P availability, or are both nutrients equally (un)important? (ii) Is the occurrence of regionally declining plant species more constrained
by N or by P enrichment than the occurrence of nondeclining species? (iii) Do plant traits associated with effective nutrient acquisition and capturing of light under increased shading mediate the susceptibility of species to N or P enrichment?";EBN;Ceulemans, T., Merckx, R., Hens, M. & Honnay, O. (2011) A trait-based analysis of the role of phosphorus vs. nitrogen enrichment in plant species loss across North-west European grasslands. Journal of Applied Ecology, 48, 1155-1163.
25;402;JApplEcol;2007;Chalfoun;1;110;2003-2005;3;USA;Landscape;USA;Spizella breweri;Vertebrates;Population;Ecological processes;Non experimental;1;0;0;0;2;1;"We examined breeding habitat preferences
and several fitness components (nest success, seasonal
reproductive success, clutch size, clutch mass, nestling
mass and numbers of nesting attempts) of a migratory
passerine bird across multiple ecologically relevant
spatial scales: the landscape, territory and nest patch.
Specifically, we examined whether the importance of
different habitat features changes with respect to critical
fitness consequences across scales, and can help to explain
mismatches between habitat preferences and fitness
consequences, aiding future approaches to determining
habitat quality for management prescriptions";EBN;Chalfoun, A.D. & Martin, T.E. (2007) Assessments of habitat preferences and quality depend on spatial scale and metrics of fitness. Journal of Applied Ecology, 44, 983-992.
13;478;J Wildl Man;2007;Chiron;1;24;2003-2005;3;France;Local;France;Passeriformes;Vertebrates;Community;Ecological processes;BACI;2;1;0;1;1;1;"In a suburban environment, we conducted experiments to test whether magpie predation had an effect on the
fecundity and the numbers of adult songbirds. We expected magpie predation decrease fecundity for open-nesting, but not for hole-nesting, songbirds (Birkhead 1991, Newton 1998). Second, we compared the relative density of the surveyed prey populations between urban and rural habitats at the scale of the Atlantic biogeographic zone in France. We also tested whether the variation of relative densities of songbird populations may be correlated to variation in fecundity in urbanized versus rural habitats. We hypothesized that a decrease in songbird fecundity due to magpie predation may have reduced urban population densities in cities.";EBN;Chiron, F. & Julliard, R. (2007) Responses of songbirds to magpie reduction in an urban habitat. Journal of Wildlife Management, 71, 2624-2631.
24;36;JApplEcol;2015;Conette;1;3;2011;1;USA;Local;USA;Plethodon shermani;Vertebrates;Population;Methods;Non experimental;1;1;0;0;1;1;"In this study, we estimated the effects of a two-aged
regeneration harvest method on survival of a terrestrial
salamander – Plethodon shermani. We used a portable
PIT-tag telemetry system to repeatedly relocate salamanders
in harvested and unharvested survey plots while
recording whether individuals were active on the ground
surface using a CMR sampling design. Thus, live observations
of individuals confirmed survival while PIT-tag
detection confirmed that an individual, alive or dead, had
not emigrated from our study area. We estimated survival
and emigration rates using a novel multistate mark–recapture
model that integrates this auxiliary PIT-tag detection
data. Unlike previous studies that incorporated movement
data (e.g. Powell et al. 2000; Horton, Letcher & Kendall
2011; Schaub & Royle 2014) or observations of individuals
outside the core study area to estimate emigration
rates (e.g. Burnham 1993; Barker 1997; Catchpole et al.
1998), the continued ability to detect PIT-tags of dead,
but non-emigrated individuals provides the additional
information needed to distinctly estimate survival and permanent
emigration probabilities in our study. Ultimately,
our approach allows for a comparison among mortality,
emigration and reduced activity as mechanisms for the
reduced counts of salamanders commonly observed
following timber harvest.";EBN;Connette, G.M. & Semlitsch, R.D. (2015) A multistate mark-recapture approach to estimating survival of PIT-tagged salamanders following timber harvest. Journal of Applied Ecology, 52, 1316-1324.
130;542;J Wildl Man;2007;Cook;4;35;2002;1;USA;Landscape;USA;Odocoileus hemionus;Vertebrates;Individual;Methods;Non experimental;0;0;0;0;0;1;We developed new, and validated existing, indices of nutritional condition for live and dead mule deer (Odocoileus hemionus).;DB;Cook, R.C., Stephenson, T.R., Myers, W.L., Cook, J.G. & Shipley, L.A. (2007) Validating predictive models of nutritional condition for mule deer. Journal of Wildlife Management, 71, 1934-1943.
132;1;JApplEcol;2015;Curtis;4;12;2006-2010;5;UK;Landscape;UK;Butterflies;Invertebrates;Population;Ecological processes;Non experimental;3;1;0;0;1;2;"In this paper, we test the hypothesis that food availability
is a good measure of habitat quality in grassland butterflies
of southern England.";DB;Curtis, R.J., Brereton, T.M., Dennis, R.L.H., Carbone, C. & Isaac, N.J.B. (2015) Butterfly abundance is determined by food availability and is mediated by species traits. Journal of Applied Ecology, 52, 1676-1684.
83;478;JApplEcol;2011;Davis;3;10;2008-2009;2;USA;Landscape;USA;Camelina sativa;Plants;Population;Methods;Experimental;0;0;0;0;2;2;"This study evaluated the usefulness of a quantitative secondtier
WRA methodology using Camelina sativa (L.) Crantz
(camelina, gold-of-pleasure, large-seeded false-flax), a proposed
biofuel feedstock in the northern Great Plains (NGP),
USA, as a model species";DB;Davis, P.B., Menalled, F.D., Peterson, R.K.D. & Maxwell, B.D. (2011) Refinement of weed risk assessments for biofuels using Camelina sativa as a model species. Journal of Applied Ecology, 48, 989-997.
77;480;JApplEcol;2005;De Bello;2;110;2001-2002;2;Spain;Landscape;Spain;Plantea;Plants;Community;Ecological processes;Quasi experimental;1;1;0;1;1;1;"The main objective of this study was to test whether a common set of traits would provide robust predictions of species’ responses to grazing across different climatic conditions and vegetation types. Changes in species’ frequencies in areas under grazed (high and low pressure) and ungrazed conditions were related to plant traits. A representative range of vegetation types along a
climatic and altitudinal gradient in north-eastern Spain, from lowland arid conditions to upland humid areas, was surveyed for this purpose. A large number of species (404) was considered, which included annuals, grasses, legumes, forbs, shrubs and trees species. The possible relevance of species’ phylogeny on PFT predictive values
was also evaluated.";EBN;De Bello, F., Leps, J. & Sebastia, M.T. (2005) Predictive value of plant traits to grazing along a climatic gradient in the Mediterranean. Journal of Applied Ecology, 42, 824-833.
26;630;J Wildl Man;2009;Deyoung;7;10;2005-2006;2;USA;Landscape;USA;Urocyon cinereoargenteus;Vertebrates;Population;Ecological processes;Non experimental;1;1;1;1;0;1;We conducted a series of population genetic analyses aimed at assisting gray fox ORV strategies in western Texas. The specific objective of our study was to estimate the degree and spatial extent of population structuring in the ORV region. If structuring was detected, we would attempt to identify landscape features influencing population structure.;EBN;Deyoung, R.W., Zamorano, A., Mesenbrink, B.T., Campbell, T.A., Leland, B.R., Moore, G.M., Honeycutt, R.L. & Root, J.J. (2009) Landscape-Genetic Analysis of Population Structure in the Texas Gray Fox Oral Rabies Vaccination Zone. Journal of Wildlife Management, 73, 1292-1299.
74;533;JApplEcol;2011;Edenius;4;23;1953-2007;55;Sweden;Country;Sweden;Populus tremula;Plants;Population;Ecological processes;Quasi experimental;0;0;0;0;1;1;"The objectives of the
study were: first, to quantify changes in aspen abundance, land use and moose numbers over the past 50 years in Sweden; secondly to evaluate the interactions between these variables at different scales; and thirdly to evaluate the impacts of disturbance and browsing on aspen demographics; and finally, to recommend management strategies to conserve aspen. To achieve the first two objectives, we analysed patterns of abundance of small-sized aspen stems and standing volume of aspen in relation to changes in land use andmoose numbers, in order to quantify their co-variation at national and regional levels. To meet the third objective, we compared aspen regeneration within and outside exclosures to disentangle the effects of disturbance and browsing on aspen demographics.";EBN;Edenius, L., Ericsson, G., Kempe, G., Bergstrom, R. & Danell, K. (2011) The effects of changing land use and browsing on aspen abundance and regeneration: a 50-year perspective from Sweden. Journal of Applied Ecology, 48, 301-309.
85;31;JApplEcol;2015;Farneda;7;22;2011-2013;3;Brazil;Landscape;"Portugal; Brazil";Bats;Vertebrates;Community;Ecological processes;Non experimental;3;0;0;1;1;1;"We tested the hypothesis that there is a significant
relationship between species functional traits, environmental gradients (continuous forest and
fragment interiors, edges and matrix) and patterns of species distribution using phylogenetic
generalized least squares (PGLS) models, as well as a combination of RLQ and fourth-corner
analyses";DB;Farneda, F.Z., Rocha, R., Lopez-Baucells, A., Groenenberg, M., Silva, I., Palmeirim, J.M., Bobrowiec, P.E.D. & Meyer, C.F.J. (2015) Trait-related responses to habitat fragmentation in Amazonian bats. Journal of Applied Ecology, 52, 1381-1391.
44;783;J Wildl Man;2011;Fukuda;6;34;1975-2009;35;Australia;Country;Australia;Crocodylus porosus;Vertebrates;Population;Ecological processes;Non experimental;0;0;0;0;0;1;We examined population recovery trends in terms of abundance and biomass in the 12 major tidal rivers subject to regular and standardized monitoring from the 1970s to 2009 (38 yr since protection). We quantified changes in relative abundance (non-hatchling crocodiles sighted per kilometer of river surveyed) and relative biomass (mass of crocodiles sighted per kilometer of river surveyed) for each river and for a subpopulation comprising all rivers combined. We determined which of 3 simple models (linear, exponential, logistic) best described the underlying recover trends.;EBN;Fukuda, Y., Webb, G., Manolis, C., Delaney, R., Letnic, M., Lindner, G. & Whitehead, P. (2011) Recovery of Saltwater Crocodiles Following Unregulated Hunting in Tidal Rivers of the Northern Territory, Australia. Journal of Wildlife Management, 75, 1253-1266.
12;618;JApplEcol;2013;Fukusawa;3;14;1979-2010;32;Japan;Landscape;Japan;Herpestes auropunctatus;Vertebrates;Population;Ecological processes;Non experimental;0;0;0;0;0;0;"The first aim of this study is to reconstruct the
entire population size dynamics and the impact of mongoose
management, using the record of introduction and
capture. Considering the long-term eradication plan, the
time needed to achieve eradication success is also a crucial
issue. The second aim is to evaluate the eradication feasibility
of mongooses on Amami Island.";EBN;Fukasawa, K., Hashimoto, T., Tatara, M. & Abe, S. (2013) Reconstruction and prediction of invasive mongoose population dynamics from history of introduction and management: a Bayesian state-space modelling approach. Journal of Applied Ecology, 50, 469-478.
111;107;JApplEcol;2015;González-Varo;4;3;1956-2002;47;Spain;Landscape;Spain;Myrtus communis;Plants;Population;Ecological processes;Non experimental;3;1;0;1;2;2;"In order to test for extinction debt evidence, we tested whether myrtle occurrence
is better predicted by past (1956) than by present (2002) woodland cover";DB;Gonzalez-Varo, J.P., Albaladejo, R.G., Aizen, M.A., Arroyo, J. & Aparicio, A. (2015) Extinction debt of a common shrub in a fragmented landscape. Journal of Applied Ecology, 52, 580-589.
125;917;J Wildl Man;2014;Hagy;8;5;2009-2010;2;USA;Landscape;USA;Anas platyrhynchos;Vertebrates;Population;Natural history;Non experimental;0;0;0;0;0;1;"We used telemetry and probability-based analytical
techniques to estimate the stopover duration of mallards
during autumn migration in central Illinois. Additionally, we
investigated the factors affecting variation in stopover
estimates post-capture using mark-recapture models. We
provide contemporary and robust estimates of a key
parameter used in wetland habitat models for conservation
planning for waterfowl in the upper Midwest";DB;Hagy, H.M., Yetter, A.P., Stodola, K.W., Horath, M.M., Hine, C.S., Ward, M.P., Benson, T.J., Smith, R.V. & Stafford, J.D. (2014) Stopover Duration of Mallards During Autumn in the Illinois River Valley. Journal of Wildlife Management, 78, 747-752.
18;1041;J Wildl Man;2008;Howell;2;9;1995-2000;6;USA;Country;USA;Aves;Vertebrates;Population;Projection & forecasting;Non experimental;0;0;0;0;0;1;"Our objectives were to build empirical hierarchical models
to predict the probability of occurrence for 9 avian species
throughout the state of Georgia, USA, and to compare the
performance of our models to the associated Georgia GAP
Analysis (GAGAP) models.";EBN;Howell, J.E., Peterson, J.T. & Conroy, M.J. (2008) Building hierarchical models of avian distributions for the state of Georgia. Journal of Wildlife Management, 72, 168-178.
113;894;JApplEcol;2009;Koerber;6;23;2005-2006;2;UK, Spain, Uganda;Regional;UK;Plants;Plants;Community;Ecological processes;Non experimental;0;0;0;0;1;1;"The aim of this study was to determine C budgets for soils
growing vegetables in three contrasting geographical locations
(UK, Spain and Uganda), all of which supply the UK
market";DB;
